Código Órgão Superior	Nome Órgão Superior	Código Órgão	Nome Órgao	Código Unidade Gestora	Nome Unidade Gestora	Código Grupo Despesa	Nome Grupo Despesa	Código Elemento Despesa	Nome Elemento Despesa	Código Função	Nome Função	Código Subfunção	Nome Subfunção	Código Programa	Nome Programa	Código Ação	Nome Ação	Linguagem Cidadã	Código Favorecido	Nome Favorecido	Número Documento	Gestão Pagamento	Data Pagamento	Valor
20000	PRESIDENCIA DA REPUBLICA	20101	PRESIDENCIA DA REPUBLICA	110001	SECRETARIA DE ADMINISTRACAO/PR	3	Outras Despesas Correntes	39	Outros Serviços de Terceiros - Pessoa Jurídica	04	Administração	122	Administração Geral	2101	Programa de Gestão e Manutenção da Presidência da República	2000	Administração da Unidade	Administração de unidade	00336701000104	TELECOMUNICACOES BRASILEIRAS SA TELEBRAS [TELEBRAS]	2017OB800446	00001	26/01/2017	21498,35
20000	PRESIDENCIA DA REPUBLICA	20101	PRESIDENCIA DA REPUBLICA	110001	SECRETARIA DE ADMINISTRACAO/PR	3	Outras Despesas Correntes	39	Outros Serviços de Terceiros - Pessoa Jurídica	04	Administração	122	Administração Geral	2101	Programa de Gestão e Manutenção da Presidência da República	2000	Administração da Unidade	Administração de unidade	00700518000138	POLI ENGENHARIA LTDA [POLI ENGENHARIA]	2017DF800002	00001	05/01/2017	3354,83
20000	PRESIDENCIA DA REPUBLICA	20101	PRESIDENCIA DA REPUBLICA	110001	SECRETARIA DE ADMINISTRACAO/PR	3	Outras Despesas Correntes	39	Outros Serviços de Terceiros - Pessoa Jurídica	04	Administração	122	Administração Geral	2101	Programa de Gestão e Manutenção da Presidência da República	2000	Administração da Unidade	Administração de unidade	00700518000138	POLI ENGENHARIA LTDA [POLI ENGENHARIA]	2017DF800127	00001	27/01/2017	2814,71
20000	PRESIDENCIA DA REPUBLICA	20101	PRESIDENCIA DA REPUBLICA	110001	SECRETARIA DE ADMINISTRACAO/PR	3	Outras Despesas Correntes	39	Outros Serviços de Terceiros - Pessoa Jurídica	04	Administração	122	Administração Geral	2101	Programa de Gestão e Manutenção da Presidência da República	2000	Administração da Unidade	Administração de unidade	00700518000138	POLI ENGENHARIA LTDA [POLI ENGENHARIA]	2017DR800001	00001	03/01/2017	2462,93
20000	PRESIDENCIA DA REPUBLICA	20101	PRESIDENCIA DA REPUBLICA	110001	SECRETARIA DE ADMINISTRACAO/PR	3	Outras Despesas Correntes	39	Outros Serviços de Terceiros - Pessoa Jurídica	04	Administração	122	Administração Geral	2101	Programa de Gestão e Manutenção da Presidência da República	2000	Administração da Unidade	Administração de unidade	00700518000138	POLI ENGENHARIA LTDA [POLI ENGENHARIA]	2017DR800077	00001	27/01/2017	2462,93
20000	PRESIDENCIA DA REPUBLICA	20101	PRESIDENCIA DA REPUBLICA	110001	SECRETARIA DE ADMINISTRACAO/PR	3	Outras Despesas Correntes	39	Outros Serviços de Terceiros - Pessoa Jurídica	04	Administração	122	Administração Geral	2101	Programa de Gestão e Manutenção da Presidência da República	2000	Administração da Unidade	Administração de unidade	00700518000138	POLI ENGENHARIA LTDA [POLI ENGENHARIA]	2017GP800001	00001	03/01/2017	5418,44
20000	PRESIDENCIA DA REPUBLICA	20101	PRESIDENCIA DA REPUBLICA	110001	SECRETARIA DE ADMINISTRACAO/PR	3	Outras Despesas Correntes	39	Outros Serviços de Terceiros - Pessoa Jurídica	04	Administração	122	Administração Geral	2101	Programa de Gestão e Manutenção da Presidência da República	2000	Administração da Unidade	Administração de unidade	00700518000138	POLI ENGENHARIA LTDA [POLI ENGENHARIA]	2017GP800026	00001	27/01/2017	5418,44
20000	PRESIDENCIA DA REPUBLICA	20101	PRESIDENCIA DA REPUBLICA	110001	SECRETARIA DE ADMINISTRACAO/PR	3	Outras Despesas Correntes	39	Outros Serviços de Terceiros - Pessoa Jurídica	04	Administração	122	Administração Geral	2101	Programa de Gestão e Manutenção da Presidência da República	2000	Administração da Unidade	Administração de unidade	00700518000138	POLI ENGENHARIA LTDA [POLI ENGENHARIA]	2017OB800059	00001	03/01/2017	31929,08
20000	PRESIDENCIA DA REPUBLICA	20101	PRESIDENCIA DA REPUBLICA	110001	SECRETARIA DE ADMINISTRACAO/PR	3	Outras Despesas Correntes	39	Outros Serviços de Terceiros - Pessoa Jurídica	04	Administração	122	Administração Geral	2101	Programa de Gestão e Manutenção da Presidência da República	2000	Administração da Unidade	Administração de unidade	00700518000138	POLI ENGENHARIA LTDA [POLI ENGENHARIA]	2017OB800476	00001	27/01/2017	32469,26
20000	PRESIDENCIA DA REPUBLICA	20101	PRESIDENCIA DA REPUBLICA	110001	SECRETARIA DE ADMINISTRACAO/PR	3	Outras Despesas Correntes	39	Outros Serviços de Terceiros - Pessoa Jurídica	04	Administração	122	Administração Geral	2101	Programa de Gestão e Manutenção da Presidência da República	2000	Administração da Unidade	Administração de unidade	00814860000169	ESTERILAV ESTERILIZACAO DE MAT HOSPITALARES LTDA - EPP [ESTERILAV]	2017DR800074	00001	24/01/2017	52,97
20000	PRESIDENCIA DA REPUBLICA	20101	PRESIDENCIA DA REPUBLICA	110001	SECRETARIA DE ADMINISTRACAO/PR	3	Outras Despesas Correntes	39	Outros Serviços de Terceiros - Pessoa Jurídica	04	Administração	122	Administração Geral	2101	Programa de Gestão e Manutenção da Presidência da República	2000	Administração da Unidade	Administração de unidade	00814860000169	ESTERILAV ESTERILIZACAO DE MAT HOSPITALARES LTDA - EPP [ESTERILAV]	2017OB800405	00001	24/01/2017	1006,47
20000	PRESIDENCIA DA REPUBLICA	20101	PRESIDENCIA DA REPUBLICA	110001	SECRETARIA DE ADMINISTRACAO/PR	3	Outras Despesas Correntes	39	Outros Serviços de Terceiros - Pessoa Jurídica	04	Administração	122	Administração Geral	2101	Programa de Gestão e Manutenção da Presidência da República	2000	Administração da Unidade	Administração de unidade	01018845000177	J. M. TORRES JORNAIS E REVISTAS LTDA - EPP [J M TORRES JORNAIS E REVISTAS]	2017OB800083	00001	06/01/2017	25048,23
20000	PRESIDENCIA DA REPUBLICA	20101	PRESIDENCIA DA REPUBLICA	110001	SECRETARIA DE ADMINISTRACAO/PR	3	Outras Despesas Correntes	39	Outros Serviços de Terceiros - Pessoa Jurídica	04	Administração	122	Administração Geral	2101	Programa de Gestão e Manutenção da Presidência da República	2000	Administração da Unidade	Administração de unidade	01215897000133	IDEALINE TECNOLOGIA E SEGURANCA LTDA - EPP [IDE@LINE TECNOLOGIA E SEGURANCA]	2017DR800007	00001	06/01/2017	76,84
20000	PRESIDENCIA DA REPUBLICA	20101	PRESIDENCIA DA REPUBLICA	110001	SECRETARIA DE ADMINISTRACAO/PR	3	Outras Despesas Correntes	39	Outros Serviços de Terceiros - Pessoa Jurídica	04	Administração	122	Administração Geral	2101	Programa de Gestão e Manutenção da Presidência da República	2000	Administração da Unidade	Administração de unidade	01215897000133	IDEALINE TECNOLOGIA E SEGURANCA LTDA - EPP [IDE@LINE TECNOLOGIA E SEGURANCA]	2017DR800036	00001	16/01/2017	76,84
20000	PRESIDENCIA DA REPUBLICA	20101	PRESIDENCIA DA REPUBLICA	110001	SECRETARIA DE ADMINISTRACAO/PR	3	Outras Despesas Correntes	39	Outros Serviços de Terceiros - Pessoa Jurídica	04	Administração	122	Administração Geral	2101	Programa de Gestão e Manutenção da Presidência da República	2000	Administração da Unidade	Administração de unidade	01215897000133	IDEALINE TECNOLOGIA E SEGURANCA LTDA - EPP [IDE@LINE TECNOLOGIA E SEGURANCA]	2017OB800080	00001	06/01/2017	1459,93
20000	PRESIDENCIA DA REPUBLICA	20101	PRESIDENCIA DA REPUBLICA	110001	SECRETARIA DE ADMINISTRACAO/PR	3	Outras Despesas Correntes	39	Outros Serviços de Terceiros - Pessoa Jurídica	04	Administração	122	Administração Geral	2101	Programa de Gestão e Manutenção da Presidência da República	2000	Administração da Unidade	Administração de unidade	01215897000133	IDEALINE TECNOLOGIA E SEGURANCA LTDA - EPP [IDE@LINE TECNOLOGIA E SEGURANCA]	2017OB800166	00001	16/01/2017	1459,93
20000	PRESIDENCIA DA REPUBLICA	20101	PRESIDENCIA DA REPUBLICA	110001	SECRETARIA DE ADMINISTRACAO/PR	3	Outras Despesas Correntes	39	Outros Serviços de Terceiros - Pessoa Jurídica	04	Administração	122	Administração Geral	2101	Programa de Gestão e Manutenção da Presidência da República	2000	Administração da Unidade	Administração de unidade	01642176000100	ANNT COMUNICACAO LTDA - EPP [ANNT - AGENCIA NACIONAL DE NOTICIAS TELEVISIVAS]	2017DR800035	00001	16/01/2017	312,00
20000	PRESIDENCIA DA REPUBLICA	20101	PRESIDENCIA DA REPUBLICA	110001	SECRETARIA DE ADMINISTRACAO/PR	3	Outras Despesas Correntes	39	Outros Serviços de Terceiros - Pessoa Jurídica	04	Administração	122	Administração Geral	2101	Programa de Gestão e Manutenção da Presidência da República	2000	Administração da Unidade	Administração de unidade	01642176000100	ANNT COMUNICACAO LTDA - EPP [ANNT - AGENCIA NACIONAL DE NOTICIAS TELEVISIVAS]	2017OB800165	00001	16/01/2017	7813,00
20000	PRESIDENCIA DA REPUBLICA	20101	PRESIDENCIA DA REPUBLICA	110001	SECRETARIA DE ADMINISTRACAO/PR	3	Outras Despesas Correntes	39	Outros Serviços de Terceiros - Pessoa Jurídica	04	Administração	122	Administração Geral	2101	Programa de Gestão e Manutenção da Presidência da República	2000	Administração da Unidade	Administração de unidade	02452824000128	LAVANDERIA PADRAO  EIRELI - EPP [LAVANDERIA PADRAO]	2017DR800010	00001	06/01/2017	382,56
20000	PRESIDENCIA DA REPUBLICA	20101	PRESIDENCIA DA REPUBLICA	110001	SECRETARIA DE ADMINISTRACAO/PR	3	Outras Despesas Correntes	39	Outros Serviços de Terceiros - Pessoa Jurídica	04	Administração	122	Administração Geral	2101	Programa de Gestão e Manutenção da Presidência da República	2000	Administração da Unidade	Administração de unidade	02452824000128	LAVANDERIA PADRAO  EIRELI - EPP [LAVANDERIA PADRAO]	2017OB800084	00001	06/01/2017	7268,70
20000	PRESIDENCIA DA REPUBLICA	20101	PRESIDENCIA DA REPUBLICA	110001	SECRETARIA DE ADMINISTRACAO/PR	3	Outras Despesas Correntes	39	Outros Serviços de Terceiros - Pessoa Jurídica	04	Administração	122	Administração Geral	2101	Programa de Gestão e Manutenção da Presidência da República	2000	Administração da Unidade	Administração de unidade	03476184000159	NETSAFE CORP LTDA	2017DF800109	00001	23/01/2017	232,31
20000	PRESIDENCIA DA REPUBLICA	20101	PRESIDENCIA DA REPUBLICA	110001	SECRETARIA DE ADMINISTRACAO/PR	3	Outras Despesas Correntes	39	Outros Serviços de Terceiros - Pessoa Jurídica	04	Administração	122	Administração Geral	2101	Programa de Gestão e Manutenção da Presidência da República	2000	Administração da Unidade	Administração de unidade	03476184000159	NETSAFE CORP LTDA	2017DR800070	00001	23/01/2017	49,16
20000	PRESIDENCIA DA REPUBLICA	20101	PRESIDENCIA DA REPUBLICA	110001	SECRETARIA DE ADMINISTRACAO/PR	3	Outras Despesas Correntes	39	Outros Serviços de Terceiros - Pessoa Jurídica	04	Administração	122	Administração Geral	2101	Programa de Gestão e Manutenção da Presidência da República	2000	Administração da Unidade	Administração de unidade	03476184000159	NETSAFE CORP LTDA	2017OB800391	00001	23/01/2017	2176,86
20000	PRESIDENCIA DA REPUBLICA	20101	PRESIDENCIA DA REPUBLICA	110001	SECRETARIA DE ADMINISTRACAO/PR	3	Outras Despesas Correntes	39	Outros Serviços de Terceiros - Pessoa Jurídica	04	Administração	122	Administração Geral	2101	Programa de Gestão e Manutenção da Presidência da República	2000	Administração da Unidade	Administração de unidade	03517258000158	MAXVIDEO COMERCIO E SERVICOS LTDA - EPP [MAXVIDEO DIGITAL SYSTEMS]	2017DF800112	00001	23/01/2017	3174,51
20000	PRESIDENCIA DA REPUBLICA	20101	PRESIDENCIA DA REPUBLICA	110001	SECRETARIA DE ADMINISTRACAO/PR	3	Outras Despesas Correntes	39	Outros Serviços de Terceiros - Pessoa Jurídica	04	Administração	122	Administração Geral	2101	Programa de Gestão e Manutenção da Presidência da República	2000	Administração da Unidade	Administração de unidade	03517258000158	MAXVIDEO COMERCIO E SERVICOS LTDA - EPP [MAXVIDEO DIGITAL SYSTEMS]	2017OB800397	00001	23/01/2017	30418,24
20000	PRESIDENCIA DA REPUBLICA	20101	PRESIDENCIA DA REPUBLICA	110001	SECRETARIA DE ADMINISTRACAO/PR	3	Outras Despesas Correntes	39	Outros Serviços de Terceiros - Pessoa Jurídica	04	Administração	122	Administração Geral	2101	Programa de Gestão e Manutenção da Presidência da República	2000	Administração da Unidade	Administração de unidade	03595337000187	STRONG EQUIPAMENTOS CINEMATOGRAFICOS LTDA - EPP [STRONG DO BRASIL]	2017DR800013	00001	09/01/2017	221,50
20000	PRESIDENCIA DA REPUBLICA	20101	PRESIDENCIA DA REPUBLICA	110001	SECRETARIA DE ADMINISTRACAO/PR	3	Outras Despesas Correntes	39	Outros Serviços de Terceiros - Pessoa Jurídica	04	Administração	122	Administração Geral	2101	Programa de Gestão e Manutenção da Presidência da República	2000	Administração da Unidade	Administração de unidade	03595337000187	STRONG EQUIPAMENTOS CINEMATOGRAFICOS LTDA - EPP [STRONG DO BRASIL]	2017DR800019	00001	09/01/2017	221,50
20000	PRESIDENCIA DA REPUBLICA	20101	PRESIDENCIA DA REPUBLICA	110001	SECRETARIA DE ADMINISTRACAO/PR	3	Outras Despesas Correntes	39	Outros Serviços de Terceiros - Pessoa Jurídica	04	Administração	122	Administração Geral	2101	Programa de Gestão e Manutenção da Presidência da República	2000	Administração da Unidade	Administração de unidade	03595337000187	STRONG EQUIPAMENTOS CINEMATOGRAFICOS LTDA - EPP [STRONG DO BRASIL]	2017DR800073	00001	24/01/2017	221,50
20000	PRESIDENCIA DA REPUBLICA	20101	PRESIDENCIA DA REPUBLICA	110001	SECRETARIA DE ADMINISTRACAO/PR	3	Outras Despesas Correntes	39	Outros Serviços de Terceiros - Pessoa Jurídica	04	Administração	122	Administração Geral	2101	Programa de Gestão e Manutenção da Presidência da República	2000	Administração da Unidade	Administração de unidade	03595337000187	STRONG EQUIPAMENTOS CINEMATOGRAFICOS LTDA - EPP [STRONG DO BRASIL]	2017OB800088	00001	09/01/2017	4208,50
20000	PRESIDENCIA DA REPUBLICA	20101	PRESIDENCIA DA REPUBLICA	110001	SECRETARIA DE ADMINISTRACAO/PR	3	Outras Despesas Correntes	39	Outros Serviços de Terceiros - Pessoa Jurídica	04	Administração	122	Administração Geral	2101	Programa de Gestão e Manutenção da Presidência da República	2000	Administração da Unidade	Administração de unidade	03595337000187	STRONG EQUIPAMENTOS CINEMATOGRAFICOS LTDA - EPP [STRONG DO BRASIL]	2017OB800101	00001	09/01/2017	4208,50
20000	PRESIDENCIA DA REPUBLICA	20101	PRESIDENCIA DA REPUBLICA	110001	SECRETARIA DE ADMINISTRACAO/PR	3	Outras Despesas Correntes	39	Outros Serviços de Terceiros - Pessoa Jurídica	04	Administração	122	Administração Geral	2101	Programa de Gestão e Manutenção da Presidência da República	2000	Administração da Unidade	Administração de unidade	03595337000187	STRONG EQUIPAMENTOS CINEMATOGRAFICOS LTDA - EPP [STRONG DO BRASIL]	2017OB800401	00001	24/01/2017	4208,50
20000	PRESIDENCIA DA REPUBLICA	20101	PRESIDENCIA DA REPUBLICA	110001	SECRETARIA DE ADMINISTRACAO/PR	3	Outras Despesas Correntes	39	Outros Serviços de Terceiros - Pessoa Jurídica	04	Administração	122	Administração Geral	2101	Programa de Gestão e Manutenção da Presidência da República	2000	Administração da Unidade	Administração de unidade	03687592000150	VALOR ECONOMICO S.A.	2017DF800131	00001	30/01/2017	406,54
20000	PRESIDENCIA DA REPUBLICA	20101	PRESIDENCIA DA REPUBLICA	110001	SECRETARIA DE ADMINISTRACAO/PR	3	Outras Despesas Correntes	39	Outros Serviços de Terceiros - Pessoa Jurídica	04	Administração	122	Administração Geral	2101	Programa de Gestão e Manutenção da Presidência da República	2000	Administração da Unidade	Administração de unidade	03687592000150	VALOR ECONOMICO S.A.	2017OB800494	00001	30/01/2017	3895,46
20000	PRESIDENCIA DA REPUBLICA	20101	PRESIDENCIA DA REPUBLICA	110001	SECRETARIA DE ADMINISTRACAO/PR	3	Outras Despesas Correntes	39	Outros Serviços de Terceiros - Pessoa Jurídica	04	Administração	122	Administração Geral	2101	Programa de Gestão e Manutenção da Presidência da República	2000	Administração da Unidade	Administração de unidade	03803317000235	SERVICO SOCIAL DA INDUSTRIA DEPARTAMENTO REGIONAL DO DISTRITO FEDERAL [SESI DR/DF]	2017OB800154	00001	12/01/2017	39006,45
20000	PRESIDENCIA DA REPUBLICA	20101	PRESIDENCIA DA REPUBLICA	110001	SECRETARIA DE ADMINISTRACAO/PR	3	Outras Despesas Correntes	39	Outros Serviços de Terceiros - Pessoa Jurídica	04	Administração	122	Administração Geral	2101	Programa de Gestão e Manutenção da Presidência da República	2000	Administração da Unidade	Administração de unidade	03803317000235	SERVICO SOCIAL DA INDUSTRIA DEPARTAMENTO REGIONAL DO DISTRITO FEDERAL [SESI DR/DF]	2017OB800155	00001	12/01/2017	259942,96
20000	PRESIDENCIA DA REPUBLICA	20101	PRESIDENCIA DA REPUBLICA	110001	SECRETARIA DE ADMINISTRACAO/PR	3	Outras Despesas Correntes	39	Outros Serviços de Terceiros - Pessoa Jurídica	04	Administração	122	Administração Geral	2101	Programa de Gestão e Manutenção da Presidência da República	2000	Administração da Unidade	Administração de unidade	03803317000235	SERVICO SOCIAL DA INDUSTRIA DEPARTAMENTO REGIONAL DO DISTRITO FEDERAL [SESI DR/DF]	2017OB800424	00001	25/01/2017	244585,23
20000	PRESIDENCIA DA REPUBLICA	20101	PRESIDENCIA DA REPUBLICA	110001	SECRETARIA DE ADMINISTRACAO/PR	3	Outras Despesas Correntes	39	Outros Serviços de Terceiros - Pessoa Jurídica	04	Administração	122	Administração Geral	2101	Programa de Gestão e Manutenção da Presidência da República	2000	Administração da Unidade	Administração de unidade	04780046000121	A UNITEC PRODUTOS, ASSISTENCIA TECNICA, INSTALACOES E MANUTENCOES DE EQUIPAMENTOS LTDA - ME [AGENDA MEDICA PROD. ASS. TEC. INST.E MAN.DE EQUIPAMETOS]	2017DR800004	00001	05/01/2017	80,55
20000	PRESIDENCIA DA REPUBLICA	20101	PRESIDENCIA DA REPUBLICA	110001	SECRETARIA DE ADMINISTRACAO/PR	3	Outras Despesas Correntes	39	Outros Serviços de Terceiros - Pessoa Jurídica	04	Administração	122	Administração Geral	2101	Programa de Gestão e Manutenção da Presidência da República	2000	Administração da Unidade	Administração de unidade	04780046000121	A UNITEC PRODUTOS, ASSISTENCIA TECNICA, INSTALACOES E MANUTENCOES DE EQUIPAMENTOS LTDA - ME [AGENDA MEDICA PROD. ASS. TEC. INST.E MAN.DE EQUIPAMETOS]	2017OB800067	00001	05/01/2017	1530,45
20000	PRESIDENCIA DA REPUBLICA	20101	PRESIDENCIA DA REPUBLICA	110001	SECRETARIA DE ADMINISTRACAO/PR	3	Outras Despesas Correntes	39	Outros Serviços de Terceiros - Pessoa Jurídica	04	Administração	122	Administração Geral	2101	Programa de Gestão e Manutenção da Presidência da República	2000	Administração da Unidade	Administração de unidade	04895728000180	CENTRAIS ELETRICAS DO PARA S.A. - CELPA	2017DF800059	00001	17/01/2017	85,66
20000	PRESIDENCIA DA REPUBLICA	20101	PRESIDENCIA DA REPUBLICA	110001	SECRETARIA DE ADMINISTRACAO/PR	3	Outras Despesas Correntes	39	Outros Serviços de Terceiros - Pessoa Jurídica	04	Administração	122	Administração Geral	2101	Programa de Gestão e Manutenção da Presidência da República	2000	Administração da Unidade	Administração de unidade	04895728000180	CENTRAIS ELETRICAS DO PARA S.A. - CELPA	2017OB800193	00001	17/01/2017	1378,79
20000	PRESIDENCIA DA REPUBLICA	20101	PRESIDENCIA DA REPUBLICA	110001	SECRETARIA DE ADMINISTRACAO/PR	3	Outras Despesas Correntes	39	Outros Serviços de Terceiros - Pessoa Jurídica	04	Administração	122	Administração Geral	2101	Programa de Gestão e Manutenção da Presidência da República	2000	Administração da Unidade	Administração de unidade	04934700000104	ASSOCIACAO DOS MORADORES DA SHIS QL 12 DO LAGO SUL	2017OB800134	00001	11/01/2017	330,00
20000	PRESIDENCIA DA REPUBLICA	20101	PRESIDENCIA DA REPUBLICA	110001	SECRETARIA DE ADMINISTRACAO/PR	3	Outras Despesas Correntes	39	Outros Serviços de Terceiros - Pessoa Jurídica	04	Administração	122	Administração Geral	2101	Programa de Gestão e Manutenção da Presidência da República	2000	Administração da Unidade	Administração de unidade	05423963000111	OI MOVEL S.A. - EM RECUPERACAO JUDICIAL [OI]	2017DF800015	00001	09/01/2017	10,62
20000	PRESIDENCIA DA REPUBLICA	20101	PRESIDENCIA DA REPUBLICA	110001	SECRETARIA DE ADMINISTRACAO/PR	3	Outras Despesas Correntes	39	Outros Serviços de Terceiros - Pessoa Jurídica	04	Administração	122	Administração Geral	2101	Programa de Gestão e Manutenção da Presidência da República	2000	Administração da Unidade	Administração de unidade	05423963000111	OI MOVEL S.A. - EM RECUPERACAO JUDICIAL [OI]	2017OB800135	00001	11/01/2017	101,83
20000	PRESIDENCIA DA REPUBLICA	20101	PRESIDENCIA DA REPUBLICA	110001	SECRETARIA DE ADMINISTRACAO/PR	3	Outras Despesas Correntes	39	Outros Serviços de Terceiros - Pessoa Jurídica	04	Administração	122	Administração Geral	2101	Programa de Gestão e Manutenção da Presidência da República	2000	Administração da Unidade	Administração de unidade	05520402000211	ONIXSAT RASTREAMENTO DE VEICULOS LTDA [ONIXSAT]	2017DF800013	00001	06/01/2017	131,55
20000	PRESIDENCIA DA REPUBLICA	20101	PRESIDENCIA DA REPUBLICA	110001	SECRETARIA DE ADMINISTRACAO/PR	3	Outras Despesas Correntes	39	Outros Serviços de Terceiros - Pessoa Jurídica	04	Administração	122	Administração Geral	2101	Programa de Gestão e Manutenção da Presidência da República	2000	Administração da Unidade	Administração de unidade	05520402000211	ONIXSAT RASTREAMENTO DE VEICULOS LTDA [ONIXSAT]	2017DF800046	00001	12/01/2017	32035,33
20000	PRESIDENCIA DA REPUBLICA	20101	PRESIDENCIA DA REPUBLICA	110001	SECRETARIA DE ADMINISTRACAO/PR	3	Outras Despesas Correntes	39	Outros Serviços de Terceiros - Pessoa Jurídica	04	Administração	122	Administração Geral	2101	Programa de Gestão e Manutenção da Presidência da República	2000	Administração da Unidade	Administração de unidade	05520402000211	ONIXSAT RASTREAMENTO DE VEICULOS LTDA [ONIXSAT]	2017DF800047	00001	13/01/2017	4376,45
20000	PRESIDENCIA DA REPUBLICA	20101	PRESIDENCIA DA REPUBLICA	110001	SECRETARIA DE ADMINISTRACAO/PR	3	Outras Despesas Correntes	39	Outros Serviços de Terceiros - Pessoa Jurídica	04	Administração	122	Administração Geral	2101	Programa de Gestão e Manutenção da Presidência da República	2000	Administração da Unidade	Administração de unidade	05520402000211	ONIXSAT RASTREAMENTO DE VEICULOS LTDA [ONIXSAT]	2017DF800049	00001	13/01/2017	3255,24
20000	PRESIDENCIA DA REPUBLICA	20101	PRESIDENCIA DA REPUBLICA	110001	SECRETARIA DE ADMINISTRACAO/PR	3	Outras Despesas Correntes	39	Outros Serviços de Terceiros - Pessoa Jurídica	04	Administração	122	Administração Geral	2101	Programa de Gestão e Manutenção da Presidência da República	2000	Administração da Unidade	Administração de unidade	05520402000211	ONIXSAT RASTREAMENTO DE VEICULOS LTDA [ONIXSAT]	2017DF800058	00001	16/01/2017	26959,84
20000	PRESIDENCIA DA REPUBLICA	20101	PRESIDENCIA DA REPUBLICA	110001	SECRETARIA DE ADMINISTRACAO/PR	3	Outras Despesas Correntes	39	Outros Serviços de Terceiros - Pessoa Jurídica	04	Administração	122	Administração Geral	2101	Programa de Gestão e Manutenção da Presidência da República	2000	Administração da Unidade	Administração de unidade	05520402000211	ONIXSAT RASTREAMENTO DE VEICULOS LTDA [ONIXSAT]	2017DR800012	00001	06/01/2017	348,02
20000	PRESIDENCIA DA REPUBLICA	20101	PRESIDENCIA DA REPUBLICA	110001	SECRETARIA DE ADMINISTRACAO/PR	3	Outras Despesas Correntes	39	Outros Serviços de Terceiros - Pessoa Jurídica	04	Administração	122	Administração Geral	2101	Programa de Gestão e Manutenção da Presidência da República	2000	Administração da Unidade	Administração de unidade	05520402000211	ONIXSAT RASTREAMENTO DE VEICULOS LTDA [ONIXSAT]	2017DR800032	00001	12/01/2017	84749,56
20000	PRESIDENCIA DA REPUBLICA	20101	PRESIDENCIA DA REPUBLICA	110001	SECRETARIA DE ADMINISTRACAO/PR	3	Outras Despesas Correntes	39	Outros Serviços de Terceiros - Pessoa Jurídica	04	Administração	122	Administração Geral	2101	Programa de Gestão e Manutenção da Presidência da República	2000	Administração da Unidade	Administração de unidade	05520402000211	ONIXSAT RASTREAMENTO DE VEICULOS LTDA [ONIXSAT]	2017DR800033	00001	13/01/2017	11577,02
20000	PRESIDENCIA DA REPUBLICA	20101	PRESIDENCIA DA REPUBLICA	110001	SECRETARIA DE ADMINISTRACAO/PR	3	Outras Despesas Correntes	39	Outros Serviços de Terceiros - Pessoa Jurídica	04	Administração	122	Administração Geral	2101	Programa de Gestão e Manutenção da Presidência da República	2000	Administração da Unidade	Administração de unidade	05520402000211	ONIXSAT RASTREAMENTO DE VEICULOS LTDA [ONIXSAT]	2017DR800034	00001	13/01/2017	8611,75
20000	PRESIDENCIA DA REPUBLICA	20101	PRESIDENCIA DA REPUBLICA	110001	SECRETARIA DE ADMINISTRACAO/PR	3	Outras Despesas Correntes	39	Outros Serviços de Terceiros - Pessoa Jurídica	04	Administração	122	Administração Geral	2101	Programa de Gestão e Manutenção da Presidência da República	2000	Administração da Unidade	Administração de unidade	05520402000211	ONIXSAT RASTREAMENTO DE VEICULOS LTDA [ONIXSAT]	2017DR800039	00001	16/01/2017	71322,34
20000	PRESIDENCIA DA REPUBLICA	20101	PRESIDENCIA DA REPUBLICA	110001	SECRETARIA DE ADMINISTRACAO/PR	3	Outras Despesas Correntes	39	Outros Serviços de Terceiros - Pessoa Jurídica	04	Administração	122	Administração Geral	2101	Programa de Gestão e Manutenção da Presidência da República	2000	Administração da Unidade	Administração de unidade	05520402000211	ONIXSAT RASTREAMENTO DE VEICULOS LTDA [ONIXSAT]	2017OB800087	00001	06/01/2017	912,50
20000	PRESIDENCIA DA REPUBLICA	20101	PRESIDENCIA DA REPUBLICA	110001	SECRETARIA DE ADMINISTRACAO/PR	3	Outras Despesas Correntes	39	Outros Serviços de Terceiros - Pessoa Jurídica	04	Administração	122	Administração Geral	2101	Programa de Gestão e Manutenção da Presidência da República	2000	Administração da Unidade	Administração de unidade	05520402000211	ONIXSAT RASTREAMENTO DE VEICULOS LTDA [ONIXSAT]	2017OB800153	00001	12/01/2017	222213,34
20000	PRESIDENCIA DA REPUBLICA	20101	PRESIDENCIA DA REPUBLICA	110001	SECRETARIA DE ADMINISTRACAO/PR	3	Outras Despesas Correntes	39	Outros Serviços de Terceiros - Pessoa Jurídica	04	Administração	122	Administração Geral	2101	Programa de Gestão e Manutenção da Presidência da República	2000	Administração da Unidade	Administração de unidade	05520402000211	ONIXSAT RASTREAMENTO DE VEICULOS LTDA [ONIXSAT]	2017OB800158	00001	13/01/2017	30358,23
20000	PRESIDENCIA DA REPUBLICA	20101	PRESIDENCIA DA REPUBLICA	110001	SECRETARIA DE ADMINISTRACAO/PR	3	Outras Despesas Correntes	39	Outros Serviços de Terceiros - Pessoa Jurídica	04	Administração	122	Administração Geral	2101	Programa de Gestão e Manutenção da Presidência da República	2000	Administração da Unidade	Administração de unidade	05520402000211	ONIXSAT RASTREAMENTO DE VEICULOS LTDA [ONIXSAT]	2017OB800160	00001	13/01/2017	22580,03
